[29-05:10:00:00.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1011] [SRC_HO_P] [MRO] AMF_UE_ID: 2011, RSRP_SOURCE: 83, RSRP_TARGET: 80, RSRQ_SOURCE: 15, RSRQ_TARGET: 13, LOAD_SOURCE: 2, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235312328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 0, HO_MARGIN: 22, TIME_TO_TRIGGER: 12, HOF: 0
[29-05:16:15:54.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1075] [SRC_HO_P] [MRO] AMF_UE_ID: 2075, RSRP_SOURCE: 69, RSRP_TARGET: 70, RSRQ_SOURCE: 15, RSRQ_TARGET: 11, LOAD_SOURCE: 0, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235302328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 4, HO_MARGIN: 15, TIME_TO_TRIGGER: 1, HOF: 0
[29-05:16:16:01.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1004] [SRC_HO_P] [MRO] AMF_UE_ID: 2004, RSRP_SOURCE: 66, RSRP_TARGET: 63, RSRQ_SOURCE: 15, RSRQ_TARGET: 11, LOAD_SOURCE: 1, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235322328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235332328, HO_FAIL_COUNT: 3, HO_MARGIN: 0, TIME_TO_TRIGGER: 5, HOF: 0
[29-05:15:22:24.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1042] [SRC_HO_P] [MRO] AMF_UE_ID: 2042, RSRP_SOURCE: 80, RSRP_TARGET: 78, RSRQ_SOURCE: 19, RSRQ_TARGET: 17, LOAD_SOURCE: 2, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235322328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 5, HO_MARGIN: 21, TIME_TO_TRIGGER: 9, HOF: 0
[29-05:17:10:00.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1021] [SRC_HO_P] [MRO] AMF_UE_ID: 2021, RSRP_SOURCE: 85, RSRP_TARGET: 75, RSRQ_SOURCE: 19, RSRQ_TARGET: 16, LOAD_SOURCE: 1, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235392328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235342328, HO_FAIL_COUNT: 5, HO_MARGIN: 13, TIME_TO_TRIGGER: 4, HOF: 1
[29-05:15:22:36.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1073] [SRC_HO_P] [MRO] AMF_UE_ID: 2073, RSRP_SOURCE: 88, RSRP_TARGET: 80, RSRQ_SOURCE: 18, RSRQ_TARGET: 16, LOAD_SOURCE: 1, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235342328, HO_FAIL_COUNT: 3, HO_MARGIN: 24, TIME_TO_TRIGGER: 5, HOF: 0
[29-05:18:04:03.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1082] [SRC_HO_P] [MRO] AMF_UE_ID: 2082, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 16, RSRQ_TARGET: 12, LOAD_SOURCE: 0, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235312328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 5, HO_MARGIN: 11, TIME_TO_TRIGGER: 9, HOF: 0
[29-05:17:10:24.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1015] [SRC_HO_P] [MRO] AMF_UE_ID: 2015, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 14, RSRQ_TARGET: 10, LOAD_SOURCE: 1, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235362328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235332328, HO_FAIL_COUNT: 5, HO_MARGIN: 15, TIME_TO_TRIGGER: 7, HOF: 0
[29-05:16:16:43.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1041] [SRC_HO_P] [MRO] AMF_UE_ID: 2041, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 14, RSRQ_TARGET: 10, LOAD_SOURCE: 1, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235312328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 3, HO_MARGIN: 20, TIME_TO_TRIGGER: 6, HOF: 0
[29-05:17:10:40.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1006] [SRC_HO_P] [MRO] AMF_UE_ID: 2006, RSRP_SOURCE: 64, RSRP_TARGET: 59, RSRQ_SOURCE: 15, RSRQ_TARGET: 13, LOAD_SOURCE: 1, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235382328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235342328, HO_FAIL_COUNT: 1, HO_MARGIN: 2, TIME_TO_TRIGGER: 1, HOF: 0
[29-05:14:29:15.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1047] [SRC_HO_P] [MRO] AMF_UE_ID: 2047, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 18, RSRQ_TARGET: 16, LOAD_SOURCE: 1, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235332328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235322328, HO_FAIL_COUNT: 5, HO_MARGIN: 12, TIME_TO_TRIGGER: 9, HOF: 0
[29-05:15:23:12.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1049] [SRC_HO_P] [MRO] AMF_UE_ID: 2049, RSRP_SOURCE: 82, RSRP_TARGET: 73, RSRQ_SOURCE: 16, RSRQ_TARGET: 12, LOAD_SOURCE: 1, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235312328, HO_FAIL_COUNT: 5, HO_MARGIN: 10, TIME_TO_TRIGGER: 11, HOF: 0
[29-05:16:17:11.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1088] [SRC_HO_P] [MRO] AMF_UE_ID: 2088, RSRP_SOURCE: 113, RSRP_TARGET: 106, RSRQ_SOURCE: 18, RSRQ_TARGET: 14, LOAD_SOURCE: 0, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 4, HO_MARGIN: 7, TIME_TO_TRIGGER: 14, HOF: 0
[29-05:16:17:18.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1030] [SRC_HO_P] [MRO] AMF_UE_ID: 2030, RSRP_SOURCE: 63, RSRP_TARGET: 60, RSRQ_SOURCE: 16, RSRQ_TARGET: 12, LOAD_SOURCE: 1, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235372328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235362328, HO_FAIL_COUNT: 4, HO_MARGIN: 29, TIME_TO_TRIGGER: 15, HOF: 0
[29-05:14:29:35.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1013] [SRC_HO_P] [MRO] AMF_UE_ID: 2013, RSRP_SOURCE: 120, RSRP_TARGET: 115, RSRQ_SOURCE: 15, RSRQ_TARGET: 12, LOAD_SOURCE: 1, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235372328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235332328, HO_FAIL_COUNT: 5, HO_MARGIN: 12, TIME_TO_TRIGGER: 7, HOF: 0
[29-05:15:23:36.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1000] [SRC_HO_P] [MRO] AMF_UE_ID: 2000, RSRP_SOURCE: 63, RSRP_TARGET: 66, RSRQ_SOURCE: 17, RSRQ_TARGET: 14, LOAD_SOURCE: 1, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235362328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235362328, HO_FAIL_COUNT: 4, HO_MARGIN: 29, TIME_TO_TRIGGER: 4, HOF: 0
[29-05:15:23:42.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1048] [SRC_HO_P] [MRO] AMF_UE_ID: 2048, RSRP_SOURCE: 82, RSRP_TARGET: 72, RSRQ_SOURCE: 17, RSRQ_TARGET: 15, LOAD_SOURCE: 0, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235332328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 4, HO_MARGIN: 21, TIME_TO_TRIGGER: 14, HOF: 0
[29-05:16:17:46.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1000] [SRC_HO_P] [MRO] AMF_UE_ID: 2000, RSRP_SOURCE: 85, RSRP_TARGET: 77, RSRQ_SOURCE: 19, RSRQ_TARGET: 15, LOAD_SOURCE: 0, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235382328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235372328, HO_FAIL_COUNT: 4, HO_MARGIN: 18, TIME_TO_TRIGGER: 8, HOF: 0
[29-05:17:11:52.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1097] [SRC_HO_P] [MRO] AMF_UE_ID: 2097, RSRP_SOURCE: 104, RSRP_TARGET: 94, RSRQ_SOURCE: 19, RSRQ_TARGET: 15, LOAD_SOURCE: 1, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235382328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235332328, HO_FAIL_COUNT: 5, HO_MARGIN: 9, TIME_TO_TRIGGER: 6, HOF: 1
[29-05:18:06:00.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1048] [SRC_HO_P] [MRO] AMF_UE_ID: 2048, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 18, RSRQ_TARGET: 14, LOAD_SOURCE: 0, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235342328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 5, HO_MARGIN: 30, TIME_TO_TRIGGER: 14, HOF: 1
[29-05:15:24:06.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1026] [SRC_HO_P] [MRO] AMF_UE_ID: 2026, RSRP_SOURCE: 99, RSRP_TARGET: 88, RSRQ_SOURCE: 18, RSRQ_TARGET: 16, LOAD_SOURCE: 0, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235362328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 3, HO_MARGIN: 1, TIME_TO_TRIGGER: 2, HOF: 0
[29-05:15:24:12.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1052] [SRC_HO_P] [MRO] AMF_UE_ID: 2052, RSRP_SOURCE: 65, RSRP_TARGET: 61, RSRQ_SOURCE: 18, RSRQ_TARGET: 15, LOAD_SOURCE: 1, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235372328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 5, HO_MARGIN: 26, TIME_TO_TRIGGER: 4, HOF: 0
[29-05:14:30:15.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1035] [SRC_HO_P] [MRO] AMF_UE_ID: 2035, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 19, RSRQ_TARGET: 15, LOAD_SOURCE: 0, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235372328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235362328, HO_FAIL_COUNT: 5, HO_MARGIN: 21, TIME_TO_TRIGGER: 4, HOF: 1
[29-05:18:06:36.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1039] [SRC_HO_P] [MRO] AMF_UE_ID: 2039, RSRP_SOURCE: 63, RSRP_TARGET: 66, RSRQ_SOURCE: 16, RSRQ_TARGET: 13, LOAD_SOURCE: 1, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235372328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235392328, HO_FAIL_COUNT: 5, HO_MARGIN: 18, TIME_TO_TRIGGER: 0, HOF: 0
[29-05:17:12:40.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1069] [SRC_HO_P] [MRO] AMF_UE_ID: 2069, RSRP_SOURCE: 88, RSRP_TARGET: 80, RSRQ_SOURCE: 17, RSRQ_TARGET: 14, LOAD_SOURCE: 0, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235332328, HO_FAIL_COUNT: 5, HO_MARGIN: 3, TIME_TO_TRIGGER: 1, HOF: 0
[29-05:16:18:42.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1042] [SRC_HO_P] [MRO] AMF_UE_ID: 2042, RSRP_SOURCE: 84, RSRP_TARGET: 76, RSRQ_SOURCE: 16, RSRQ_TARGET: 13, LOAD_SOURCE: 0, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235322328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 5, HO_MARGIN: 7, TIME_TO_TRIGGER: 3, HOF: 0
[29-05:18:07:03.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1087] [SRC_HO_P] [MRO] AMF_UE_ID: 2087, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 15, RSRQ_TARGET: 11, LOAD_SOURCE: 1, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235322328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235342328, HO_FAIL_COUNT: 5, HO_MARGIN: 24, TIME_TO_TRIGGER: 1, HOF: 0
[29-05:16:18:56.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1011] [SRC_HO_P] [MRO] AMF_UE_ID: 2011, RSRP_SOURCE: 77, RSRP_TARGET: 70, RSRQ_SOURCE: 18, RSRQ_TARGET: 15, LOAD_SOURCE: 0, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235312328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 4, HO_MARGIN: 18, TIME_TO_TRIGGER: 2, HOF: 0
[29-05:17:13:12.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1055] [SRC_HO_P] [MRO] AMF_UE_ID: 2055, RSRP_SOURCE: 80, RSRP_TARGET: 77, RSRQ_SOURCE: 17, RSRQ_TARGET: 14, LOAD_SOURCE: 2, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235342328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 5, HO_MARGIN: 23, TIME_TO_TRIGGER: 3, HOF: 1
[29-05:17:13:20.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1017] [SRC_HO_P] [MRO] AMF_UE_ID: 2017, RSRP_SOURCE: 108, RSRP_TARGET: 94, RSRQ_SOURCE: 19, RSRQ_TARGET: 16, LOAD_SOURCE: 1, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235382328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235312328, HO_FAIL_COUNT: 5, HO_MARGIN: 7, TIME_TO_TRIGGER: 0, HOF: 0
[29-05:17:13:28.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1081] [SRC_HO_P] [MRO] AMF_UE_ID: 2081, RSRP_SOURCE: 78, RSRP_TARGET: 75, RSRQ_SOURCE: 16, RSRQ_TARGET: 14, LOAD_SOURCE: 2, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235312328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 5, HO_MARGIN: 20, TIME_TO_TRIGGER: 15, HOF: 0
[29-05:18:07:48.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1033] [SRC_HO_P] [MRO] AMF_UE_ID: 2033, RSRP_SOURCE: 82, RSRP_TARGET: 72, RSRQ_SOURCE: 18, RSRQ_TARGET: 15, LOAD_SOURCE: 1, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235392328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235332328, HO_FAIL_COUNT: 5, HO_MARGIN: 4, TIME_TO_TRIGGER: 2, HOF: 0
[29-05:18:07:57.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1093] [SRC_HO_P] [MRO] AMF_UE_ID: 2093, RSRP_SOURCE: 81, RSRP_TARGET: 78, RSRQ_SOURCE: 18, RSRQ_TARGET: 14, LOAD_SOURCE: 2, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235392328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235382328, HO_FAIL_COUNT: 4, HO_MARGIN: 6, TIME_TO_TRIGGER: 14, HOF: 0
[29-05:18:08:06.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1008] [SRC_HO_P] [MRO] AMF_UE_ID: 2008, RSRP_SOURCE: 103, RSRP_TARGET: 89, RSRQ_SOURCE: 19, RSRQ_TARGET: 16, LOAD_SOURCE: 0, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235332328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235322328, HO_FAIL_COUNT: 5, HO_MARGIN: 1, TIME_TO_TRIGGER: 6, HOF: 1
[29-05:15:25:30.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1030] [SRC_HO_P] [MRO] AMF_UE_ID: 2030, RSRP_SOURCE: 62, RSRP_TARGET: 59, RSRQ_SOURCE: 14, RSRQ_TARGET: 11, LOAD_SOURCE: 0, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235312328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235362328, HO_FAIL_COUNT: 4, HO_MARGIN: 26, TIME_TO_TRIGGER: 6, HOF: 0
[29-05:16:19:52.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1001] [SRC_HO_P] [MRO] AMF_UE_ID: 2001, RSRP_SOURCE: 83, RSRP_TARGET: 81, RSRQ_SOURCE: 16, RSRQ_TARGET: 13, LOAD_SOURCE: 2, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235332328, HO_FAIL_COUNT: 5, HO_MARGIN: 21, TIME_TO_TRIGGER: 15, HOF: 0
[29-05:14:31:25.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1070] [SRC_HO_P] [MRO] AMF_UE_ID: 2070, RSRP_SOURCE: 120, RSRP_TARGET: 120, RSRQ_SOURCE: 19, RSRQ_TARGET: 16, LOAD_SOURCE: 0, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235322328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235312328, HO_FAIL_COUNT: 5, HO_MARGIN: 16, TIME_TO_TRIGGER: 14, HOF: 1
[29-05:17:14:24.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1021] [SRC_HO_P] [MRO] AMF_UE_ID: 2021, RSRP_SOURCE: 113, RSRP_TARGET: 105, RSRQ_SOURCE: 17, RSRQ_TARGET: 14, LOAD_SOURCE: 0, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235352328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235302328, HO_FAIL_COUNT: 5, HO_MARGIN: 5, TIME_TO_TRIGGER: 13, HOF: 1
[29-05:16:20:13.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1098] [SRC_HO_P] [MRO] AMF_UE_ID: 2098, RSRP_SOURCE: 83, RSRP_TARGET: 75, RSRQ_SOURCE: 17, RSRQ_TARGET: 14, LOAD_SOURCE: 0, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235302328, PCI_TARGET: 66, CELL_ID_TARGET: 140112235372328, HO_FAIL_COUNT: 5, HO_MARGIN: 14, TIME_TO_TRIGGER: 12, HOF: 0
[29-05:15:26:00.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1014] [SRC_HO_P] [MRO] AMF_UE_ID: 2014, RSRP_SOURCE: 108, RSRP_TARGET: 96, RSRQ_SOURCE: 17, RSRQ_TARGET: 14, LOAD_SOURCE: 0, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235372328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235322328, HO_FAIL_COUNT: 5, HO_MARGIN: 0, TIME_TO_TRIGGER: 9, HOF: 1
[29-05:18:09:09.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1033] [SRC_HO_P] [MRO] AMF_UE_ID: 2033, RSRP_SOURCE: 120, RSRP_TARGET: 115, RSRQ_SOURCE: 18, RSRQ_TARGET: 14, LOAD_SOURCE: 0, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235332328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235362328, HO_FAIL_COUNT: 5, HO_MARGIN: 6, TIME_TO_TRIGGER: 2, HOF: 0
[29-05:14:31:50.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1081] [SRC_HO_P] [MRO] AMF_UE_ID: 2081, RSRP_SOURCE: 67, RSRP_TARGET: 62, RSRQ_SOURCE: 15, RSRQ_TARGET: 13, LOAD_SOURCE: 1, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235362328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235392328, HO_FAIL_COUNT: 5, HO_MARGIN: 13, TIME_TO_TRIGGER: 9, HOF: 0
[29-05:17:15:04.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1001] [SRC_HO_P] [MRO] AMF_UE_ID: 2001, RSRP_SOURCE: 88, RSRP_TARGET: 86, RSRQ_SOURCE: 19, RSRQ_TARGET: 17, LOAD_SOURCE: 2, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235302328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235322328, HO_FAIL_COUNT: 5, HO_MARGIN: 23, TIME_TO_TRIGGER: 0, HOF: 1
[29-05:18:09:36.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1086] [SRC_HO_P] [MRO] AMF_UE_ID: 2086, RSRP_SOURCE: 64, RSRP_TARGET: 59, RSRQ_SOURCE: 17, RSRQ_TARGET: 15, LOAD_SOURCE: 1, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235332328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235362328, HO_FAIL_COUNT: 5, HO_MARGIN: 15, TIME_TO_TRIGGER: 14, HOF: 0
[29-05:18:09:45.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1069] [SRC_HO_P] [MRO] AMF_UE_ID: 2069, RSRP_SOURCE: 83, RSRP_TARGET: 76, RSRQ_SOURCE: 15, RSRQ_TARGET: 13, LOAD_SOURCE: 0, PCI_SOURCE: 66, CELL_ID_SOURCE: 140112235362328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235342328, HO_FAIL_COUNT: 5, HO_MARGIN: 27, TIME_TO_TRIGGER: 14, HOF: 0
[29-05:17:15:28.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1066] [SRC_HO_P] [MRO] AMF_UE_ID: 2066, RSRP_SOURCE: 80, RSRP_TARGET: 73, RSRQ_SOURCE: 19, RSRQ_TARGET: 15, LOAD_SOURCE: 1, PCI_SOURCE: 92, CELL_ID_SOURCE: 140112235362328, PCI_TARGET: 88, CELL_ID_TARGET: 140112235342328, HO_FAIL_COUNT: 5, HO_MARGIN: 26, TIME_TO_TRIGGER: 12, HOF: 0
[29-05:18:10:03.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1044] [SRC_HO_P] [MRO] AMF_UE_ID: 2044, RSRP_SOURCE: 78, RSRP_TARGET: 68, RSRQ_SOURCE: 19, RSRQ_TARGET: 16, LOAD_SOURCE: 0, PCI_SOURCE: 90, CELL_ID_SOURCE: 140112235372328, PCI_TARGET: 92, CELL_ID_TARGET: 140112235332328, HO_FAIL_COUNT: 5, HO_MARGIN: 7, TIME_TO_TRIGGER: 7, HOF: 0
[29-05:15:26:48.000] [INFO  ] [2833 ] [uecc_fsm_src_ho_wait_for_ctxt_release_ue_release_req_handler] [UE ID: 1095] [SRC_HO_P] [MRO] AMF_UE_ID: 2095, RSRP_SOURCE: 86, RSRP_TARGET: 83, RSRQ_SOURCE: 16, RSRQ_TARGET: 12, LOAD_SOURCE: 2, PCI_SOURCE: 88, CELL_ID_SOURCE: 140112235382328, PCI_TARGET: 90, CELL_ID_TARGET: 140112235392328, HO_FAIL_COUNT: 5, HO_MARGIN: 20, TIME_TO_TRIGGER: 14, HOF: 0
